LakeID,LakeName,latitude,longitude
1705,,61.50790000000,-110.13700000000
1280,,60.24190000000,-99.99270000000
9910052,,60.35170000000,-104.10300000000
748,,60.51850000000,-73.73370000000
488,Teslin,59.92920000000,-132.37200000000
357,Snowbird,60.66550000000,-102.93700000000
889,,60.30340000000,-97.15140000000
296,Buffalo,60.20090000000,-115.49100000000
1535,,60.36360000000,-74.13800000000
376,Dall Lake,60.24910000000,-163.55500000000
7288,,60.18460000000,-104.91600000000
509,,60.13270000000,-134.49000000000
598,Tustumena Lake,60.21260000000,-150.89200000000
1618,,60.23910000000,-98.96310000000
1137,,60.05080000000,-73.70880000000
687,,60.09690000000,-75.33270000000
10320,Lake Clark,60.21740000000,-154.34700000000
1217,Baralzon,59.97140000000,-98.03440000000
322,Selwyn,60.03200000000,-104.49100000000
483,Scott,60.02290000000,-106.10400000000
1095,,59.62640000000,-71.88910000000
470,Tazin,59.74000000000,-109.04000000000
1798,,59.74160000000,-74.98230000000
437,Bistcho,59.74430000000,-118.79300000000
2685,,59.66890000000,-98.79370000000
1227,,59.79440000000,-73.62120000000
1061,,59.52940000000,-99.99380000000
302,Atlin,59.25140000000,-133.87200000000
862,Lake Nerka,59.51580000000,-158.98300000000
1936,,59.09630000000,-103.67900000000
359,Payne,59.45670000000,-73.94510000000
340,Black,59.17990000000,-105.31200000000
978,Kukaklek Lake,59.17030000000,-155.34100000000
834,,59.04340000000,-73.94490000000
957,Riou,59.08870000000,-106.52400000000
1415,,59.09270000000,-103.47500000000
1266,Nonvianuk Lake,58.99770000000,-155.35400000000
781,Faribault,58.92110000000,-71.81500000000
1546,Davy,58.86520000000,-108.28900000000
571,,58.76950000000,-98.62170000000
417,,58.80350000000,-97.84950000000
10182,,58.76430000000,-72.42900000000
1263,Hatchett,58.63970000000,-103.69900000000
315,Naknek,58.51290000000,-155.57100000000
3152,,58.57610000000,-75.34090000000
2067,,58.60960000000,-111.46800000000
2149,Lake Grosvenor,58.68500000000,-155.20300000000
1128,,58.65420000000,-75.80140000000
541,Brochet,58.62250000000,-101.65300000000
733,Pasfield,58.37330000000,-105.32300000000
1629,,58.31000000000,-101.90500000000
784,,58.10860000000,-75.25160000000
1038,,58.15720000000,-104.38500000000
9061,,58.10850000000,-73.87900000000
641,Big Sand,57.71950000000,-99.73910000000
238,Minto,57.17440000000,-75.09380000000
821,Upper Ugashik Lake,57.63190000000,-156.76500000000
927,Lower Ugashik Lake,57.50890000000,-156.88200000000
793,,57.28690000000,-97.31310000000
662,Gauer,56.90530000000,-97.82510000000
1314,,56.82940000000,-107.67100000000
1180,Barrington,56.89450000000,-100.24700000000
864,Lwe Moyne,56.98390000000,-68.30270000000
1621,,56.78260000000,-105.21000000000
605,Notigi Reservoir,56.11600000000,-99.52010000000
1223,Baldock,56.49050000000,-97.91800000000
1229,,56.64900000000,-68.12640000000
8441,,56.45350000000,-104.22200000000
499,Wasekamio and Turnor,56.45260000000,-108.66800000000
824,Waskaiowaka,56.51580000000,-96.34600000000
1165,,56.24150000000,-69.03820000000
1993,,56.55660000000,-114.54800000000
1446,,56.48240000000,-110.38900000000
369,,56.45670000000,-73.71610000000
1011,Castignon,56.30200000000,-68.63250000000
852,Loche,56.42530000000,-109.49300000000
1020,,56.24480000000,-101.99900000000
1338,,56.33290000000,-101.39400000000
9910444,Split,56.17210000000,-96.18070000000
258,Guillaume-Delisle,56.19310000000,-76.45420000000
